No.,Chromosome ,start,end,DMR length (bp),No. CpGs in DMR,strand,pval,qval,Methylation difference (tumor/normal)* ,Genomic locus,Methylated in:
301,chr4,85418199,85418733,535,39,*,3.41507893954969E-06,8.18549877302153E-05,0.531449367278464,CDS.NKX6-1/exon.NKX6-1/intron.NKX6-1,cADN and SSL specific markers
302,chr1,99470032,99470311,280,33,*,3.41507893954969E-06,8.18549877302153E-05,0.673504788849541,CDS.PLPPR5/5UTR.PLPPR5/exon.LOC100129620/exon.PLPPR5/intron.LOC100129620,cADN and SSL specific markers
303,chr10,122216871,122217558,688,55,*,3.41507893954969E-06,8.18549877302153E-05,0.517249008353422,CDS.PLPP4/exon.PLPP4/intron.PLPP4,cADN and SSL specific markers
304,chr2,176936354,176936808,455,41,*,3.41507893954969E-06,8.18549877302153E-05,0.523540937694799,intergenic.NA,cADN and SSL specific markers
305,chr18,44337555,44338147,593,41,*,3.41507893954969E-06,8.18549877302153E-05,0.582907972039082,promoter.ST8SIA5/1to5kb.ST8SIA5,cADN and SSL specific markers
306,chr10,23483934,23484342,409,42,*,3.41507893954969E-06,8.18549877302153E-05,0.546280865185822,intergenic.NA,cADN and SSL specific markers
307,chr11,46316995,46317275,281,28,*,3.41507893954969E-06,8.18549877302153E-05,0.708431056683536,intron.CREB3L1,cADN and SSL specific markers
308,chr18,59001065,59001774,710,68,*,3.41507893954969E-06,8.18549877302153E-05,0.583142112553623,intron.CDH20,cADN and SSL specific markers
309,chr2,119614908,119615120,213,20,*,3.41507893954969E-06,8.18549877302153E-05,0.551775826980364,intergenic.NA,cADN and SSL specific markers
310,chr1,4771617,4771776,160,19,*,3.41507893954969E-06,8.18549877302153E-05,0.557231309000183,intron.AJAP1,cADN and SSL specific markers
311,chr4,185941508,185941757,250,30,*,3.41507893954969E-06,8.18549877302153E-05,0.627178925875589,CDS.HELT/exon.HELT,cADN and SSL specific markers
312,chr15,35046984,35047276,293,37,*,3.41507893954969E-06,8.18549877302153E-05,0.54124622736329,promoter.NA/promoter.GJD2,cADN and SSL specific markers
313,chr10,7451184,7451524,341,20,*,3.41507893954969E-06,8.18549877302153E-05,0.763866788892072,promoter.SFMBT2/5UTR.SFMBT2/exon.SFMBT2/intron.SFMBT2,cADN and SSL specific markers
314,chr13,112723121,112723710,590,60,*,3.41507893954969E-06,8.18549877302153E-05,0.515648958097184,CDS.SOX1/exon.SOX1/3UTR.SOX1,cADN and SSL specific markers
315,chr7,151107348,151107868,521,45,*,3.41507893954969E-06,8.18549877302153E-05,0.556240002946915,promoter.WDR86/5UTR.WDR86/exon.WDR86/intron.WDR86-AS1/intron.WDR86,cADN and SSL specific markers
316,chr10,129534533,129534829,297,33,*,3.41507893954969E-06,8.18549877302153E-05,0.597728957819268,promoter.FOXI2/1to5kb.FOXI2/CDS.NA/exon.NA,cADN and SSL specific markers
317,chr1,234349956,234350515,560,59,*,3.41507893954969E-06,8.18549877302153E-05,0.594030103160939,promoter.SLC35F3/CDS.SLC35F3/5UTR.SLC35F3/exon.SLC35F3/intron.SLC35F3/intron.NA,cADN and SSL specific markers
318,chr20,55500393,55500796,404,46,*,3.41507893954969E-06,8.18549877302153E-05,0.549624358961184,intergenic.NA,cADN and SSL specific markers
319,chr5,158531253,158531998,746,46,*,3.41507893954969E-06,8.18549877302153E-05,0.561494830688634,1to5kb.EBF1/intron.NA,cADN and SSL specific markers
320,chr11,46317432,46317666,235,15,*,3.41507893954969E-06,8.18549877302153E-05,0.688774043978244,intron.CREB3L1,cADN and SSL specific markers
321,chr7,19812479,19813231,753,42,*,3.41507893954969E-06,8.18549877302153E-05,0.619359669934283,promoter.TMEM196/exon.TMEM196/intron.TMEM196,cADN and SSL specific markers
322,chr7,145813330,145813615,286,33,*,3.41507893954969E-06,8.18549877302153E-05,0.567350821267343,promoter.CNTNAP2/5UTR.CNTNAP2/exon.CNTNAP2,cADN and SSL specific markers
323,chr9,976634,977927,1294,134,*,3.41507893954969E-06,8.18549877302153E-05,0.513789812165105,promoter.DMRT3/CDS.DMRT3/5UTR.DMRT3/exon.DMRT3/intron.DMRT3,cADN and SSL specific markers
324,chr4,185941963,185942835,873,55,*,3.41507893954969E-06,8.18549877302153E-05,0.503886426752435,intergenic.NA,cADN and SSL specific markers
325,chr13,103052285,103053059,775,56,*,3.41507893954969E-06,8.18549877302153E-05,0.593748079183727,intron.FGF14,cADN and SSL specific markers
326,chr1,77332926,77333325,400,29,*,3.41507893954969E-06,8.18549877302153E-05,0.543083772472347,promoter.ST6GALNAC5/1to5kb.ST6GALNAC5/5UTR.ST6GALNAC5/exon.ST6GALNAC5,cADN and SSL specific markers
327,chr10,22765581,22766430,850,68,*,3.41507893954969E-06,8.18549877302153E-05,0.581576113229971,intergenic.NA,cADN and SSL specific markers
328,chr19,37997267,37998171,905,49,*,3.41507893954969E-06,8.18549877302153E-05,0.779016079187606,promoter.ZNF793/5UTR.ZNF793/exon.ZNF793/intron.ZNF793,cADN and SSL specific markers
329,chr7,103630386,103631215,830,56,*,3.41507893954969E-06,8.18549877302153E-05,0.629437693941886,promoter.RELN/1to5kb.RELN,cADN and SSL specific markers
330,chr7,127743895,127744720,826,71,*,3.41507893954969E-06,8.18549877302153E-05,0.638902936095888,intergenic.NA,cADN and SSL specific markers
331,chr5,83679005,83679766,762,48,*,3.41507893954969E-06,8.18549877302153E-05,0.643664534036448,intron.EDIL3,cADN and SSL specific markers
332,chr14,102031320,102031566,247,27,*,3.41507893954969E-06,8.18549877302153E-05,0.596048625152756,1to5kb.NA/1to5kb.MIR1247,cADN and SSL specific markers
333,chr4,13545585,13545897,313,38,*,3.41507893954969E-06,8.18549877302153E-05,0.634108422219214,CDS.NKX3-2/exon.NKX3-2,cADN and SSL specific markers
334,chr7,43152957,43153597,641,48,*,3.41507893954969E-06,8.18549877302153E-05,0.63112953207449,promoter.HECW1/1to5kb.NA/5UTR.HECW1/exon.HECW1/intron.HECW1,cADN and SSL specific markers
335,chr1,76082023,76082306,284,22,*,3.41507893954969E-06,8.18549877302153E-05,0.602023517038226,promoter.SLC44A5/intron.SLC44A5,cADN and SSL specific markers
336,chr6,73332008,73332195,188,20,*,3.41507893954969E-06,8.18549877302153E-05,0.590434988846939,CDS.KCNQ5/5UTR.KCNQ5/exon.KCNQ5,cADN and SSL specific markers
337,chr14,94254124,94254841,718,54,*,3.41507893954969E-06,8.18549877302153E-05,0.519109908816744,promoter.PRIMA1/5UTR.PRIMA1/exon.PRIMA1/intron.PRIMA1,cADN and SSL specific markers
338,chr4,13524041,13524331,291,24,*,3.41507893954969E-06,8.18549877302153E-05,0.591654960379317,intergenic.NA,cADN and SSL specific markers
339,chr10,109674238,109674986,749,78,*,3.41507893954969E-06,8.18549877302153E-05,0.568421342829404,intergenic.NA,cADN and SSL specific markers
340,chr4,154680775,154681344,570,62,*,3.41507893954969E-06,8.18549877302153E-05,0.685794115472849,CDS.RNF175/5UTR.RNF175/exon.RNF175/intron.RNF175,cADN and SSL specific markers
341,chr19,18900549,18900867,319,39,*,3.41507893954969E-06,8.18549877302153E-05,0.558507098182588,CDS.COMP/exon.COMP/intron.COMP,cADN and SSL specific markers
342,chr2,139537474,139537933,460,47,*,3.41507893954969E-06,8.18549877302153E-05,0.630142515947042,promoter.NXPH2/CDS.NXPH2/exon.NXPH2/intron.NXPH2,cADN and SSL specific markers
343,chr1,208132302,208132904,603,69,*,3.41507893954969E-06,8.18549877302153E-05,0.537313660790953,intergenic.NA,cADN and SSL specific markers
344,chr15,60287054,60287662,609,40,*,3.41507893954969E-06,8.18549877302153E-05,0.594843696919567,intergenic.NA,cADN and SSL specific markers
345,chr11,128562795,128563146,352,34,*,3.41507893954969E-06,8.18549877302153E-05,0.685857023874201,promoter.FLI1/1to5kb.FLI1/exon.SENCR/intron.FLI1,cADN and SSL specific markers
346,chr11,115630490,115631026,537,50,*,3.41507893954969E-06,8.18549877302153E-05,0.514877142640957,promoter.LINC00900/exon.LINC00900/intron.LINC00900,cADN and SSL specific markers
347,chr21,31311701,31312191,491,36,*,3.41507893954969E-06,8.18549877302153E-05,0.629920965306735,CDS.GRIK1/5UTR.GRIK1/exon.GRIK1,cADN and SSL specific markers
348,chr14,70655589,70656116,528,61,*,3.41507893954969E-06,8.18549877302153E-05,0.621612301923113,promoter.SLC8A3/5UTR.SLC8A3/exon.SLC8A3,cADN and SSL specific markers
349,chr8,41754779,41755268,490,46,*,3.41507893954969E-06,8.18549877302153E-05,0.58973149545199,promoter.ANK1,cADN and SSL specific markers
350,chr18,74961762,74962420,659,66,*,3.41507893954969E-06,8.18549877302153E-05,0.617289694704505,promoter.GALR1/5UTR.GALR1/exon.GALR1,cADN and SSL specific markers
351,chr8,31496579,31497193,615,60,*,3.41507893954969E-06,8.18549877302153E-05,0.638654084728182,promoter.NRG1/CDS.NRG1/exon.NRG1/intron.NRG1,cADN and SSL specific markers
352,chr3,85008500,85008856,357,34,*,3.41507893954969E-06,8.18549877302153E-05,0.584741700890668,CDS.CADM2/5UTR.CADM2/exon.CADM2/intron.CADM2,cADN and SSL specific markers
353,chr1,63795242,63796074,833,61,*,3.41507893954969E-06,8.18549877302153E-05,0.553370493242106,1to5kb.NA,cADN and SSL specific markers
354,chr4,156680956,156681152,197,20,*,3.41507893954969E-06,8.18549877302153E-05,0.656820512740789,CDS.GUCY1B1/5UTR.GUCY1B1/exon.GUCY1B1/intron.GUCY1B1,cADN and SSL specific markers
355,chr12,133484575,133484924,350,32,*,3.41507893954969E-06,8.18549877302153E-05,0.745378451019374,promoter.NA,cADN and SSL specific markers
356,chr12,72665684,72665992,309,23,*,3.41507893954969E-06,8.18549877302153E-05,0.635156387093954,promoter.TRHDE/CDS.TRHDE-AS1/exon.TRHDE-AS1/exon.NA/intron.TRHDE-AS1,cADN and SSL specific markers
357,chr1,177140121,177140624,504,43,*,3.41507893954969E-06,8.18549877302153E-05,0.596208836975781,promoter.BRINP2,cADN and SSL specific markers
358,chr4,156588298,156588727,430,38,*,3.41507893954969E-06,8.18549877302153E-05,0.620125483905845,promoter.GUCY1A1/5UTR.GUCY1A1/exon.GUCY1A1/intron.GUCY1A1,cADN and SSL specific markers
359,chr2,30143493,30143888,396,26,*,3.41507893954969E-06,8.18549877302153E-05,0.562820360416437,CDS.ALK/5UTR.ALK/exon.ALK,cADN and SSL specific markers
360,chr5,170742040,170742733,694,57,*,3.41507893954969E-06,8.18549877302153E-05,0.59933826482714,intergenic.NA,cADN and SSL specific markers
361,chr20,39317008,39317403,396,45,*,3.41507893954969E-06,8.18549877302153E-05,0.633352631583918,CDS.MAFB/exon.MAFB,cADN and SSL specific markers
362,chr6,10398472,10398796,325,26,*,3.41507893954969E-06,8.18549877302153E-05,0.643547084012463,CDS.TFAP2A/exon.TFAP2A/3UTR.TFAP2A,cADN and SSL specific markers
363,chr3,147128523,147129344,822,50,*,3.41507893954969E-06,8.18549877302153E-05,0.605689898052913,1to5kb.ZIC4/CDS.ZIC1/exon.ZIC1/intron.ZIC1,cADN and SSL specific markers
364,chr15,83875448,83875714,267,22,*,3.41507893954969E-06,8.18549877302153E-05,0.625772314893987,intron.HDGFL3,cADN and SSL specific markers
365,chr9,132382743,132383155,413,33,*,3.41507893954969E-06,8.18549877302153E-05,0.56584189263814,promoter.C9orf50/CDS.C9orf50/5UTR.C9orf50/exon.C9orf50,cADN and SSL specific markers
366,chr4,154713196,154713789,594,34,*,3.41507893954969E-06,8.18549877302153E-05,0.554150989653048,1to5kb.SFRP2,cADN and SSL specific markers
367,chr5,172659551,172660027,477,52,*,3.41507893954969E-06,8.18549877302153E-05,0.612709491675349,CDS.NKX2-5/exon.NKX2-5/3UTR.NKX2-5,cADN and SSL specific markers
368,chr4,657448,658058,611,59,*,3.41507893954969E-06,8.18549877302153E-05,0.565731149619899,CDS.PDE6B/exon.PDE6B/intron.PDE6B,cADN and SSL specific markers
369,chr17,8869043,8869356,314,33,*,3.41507893954969E-06,8.18549877302153E-05,0.699517510041058,promoter.PIK3R5,cADN and SSL specific markers
370,chr7,45197381,45197643,263,32,*,3.41507893954969E-06,8.18549877302153E-05,0.51803483031766,CDS.RAMP3/5UTR.RAMP3/exon.RAMP3/intron.RAMP3,cADN and SSL specific markers
371,chr1,110210582,110211136,555,34,*,3.41507893954969E-06,8.18549877302153E-05,0.558537213432425,promoter.GSTM2/CDS.GSTM2/5UTR.GSTM2/exon.GSTM2/intron.GSTM2,cADN and SSL specific markers
372,chr1,50881810,50882199,390,28,*,3.41507893954969E-06,8.18549877302153E-05,0.523048536982585,intergenic.NA,cADN and SSL specific markers
373,chr9,100615691,100615939,249,23,*,3.41507893954969E-06,8.18549877302153E-05,0.689335123660729,5UTR.FOXE1/exon.FOXE1,cADN and SSL specific markers
374,chr14,77606673,77607226,554,39,*,3.41507893954969E-06,8.18549877302153E-05,0.522202980681742,intron.ZDHHC22,cADN and SSL specific markers
375,chr4,4388828,4389173,346,39,*,3.41507893954969E-06,8.18549877302153E-05,0.667733847493715,5UTR.NSG1/exon.NSG1/intron.NSG1,cADN and SSL specific markers
376,chr3,13323482,13324174,693,67,*,3.41507893954969E-06,8.18549877302153E-05,0.549318878469643,intergenic.NA,cADN and SSL specific markers
377,chr14,57283851,57284418,568,41,*,3.41507893954969E-06,8.18549877302153E-05,0.511961107882634,intron.OTX2-AS1,cADN and SSL specific markers
378,chr7,38670509,38670992,484,62,*,3.41507893954969E-06,8.18549877302153E-05,0.717724931194757,CDS.AMPH/5UTR.AMPH/exon.AMPH/intron.AMPH,cADN and SSL specific markers
379,chr10,108924103,108924676,574,86,*,3.41507893954969E-06,8.18549877302153E-05,0.670046839497285,promoter.SORCS1/CDS.SORCS1/5UTR.SORCS1/exon.SORCS1,cADN and SSL specific markers
380,chr10,118032831,118033137,307,34,*,3.41507893954969E-06,8.18549877302153E-05,0.655498896805989,promoter.GFRA1/1to5kb.GFRA1/5UTR.GFRA1/exon.GFRA1,cADN and SSL specific markers
381,chr9,133536749,133537030,282,28,*,3.41507893954969E-06,8.18549877302153E-05,0.620468825306563,1to5kb.PRDM12,cADN and SSL specific markers
382,chr10,57387916,57388527,612,40,*,3.41507893954969E-06,8.18549877302153E-05,0.610700584719278,promoter.PCDH15,cADN and SSL specific markers
383,chr16,58498151,58498754,604,60,*,3.41507893954969E-06,8.18549877302153E-05,0.627378281721566,promoter.NDRG4/CDS.NDRG4/5UTR.NDRG4/exon.NDRG4/intron.NDRG4,cADN and SSL specific markers
384,chr20,2781035,2781267,233,29,*,3.41507893954969E-06,8.18549877302153E-05,0.750634180502968,CDS.CPXM1/5UTR.CPXM1/exon.CPXM1/intron.CPXM1,cADN and SSL specific markers
385,chr4,8271466,8271974,509,76,*,3.41507893954969E-06,8.18549877302153E-05,0.556178974736109,promoter.HTRA3/CDS.HTRA3/5UTR.HTRA3/exon.HTRA3,cADN and SSL specific markers
386,chr19,40006139,40006568,430,41,*,3.41507893954969E-06,8.18549877302153E-05,0.634172586115054,CDS.SELENOV/exon.SELENOV,cADN and SSL specific markers
387,chr8,65493626,65493833,208,31,*,3.41507893954969E-06,8.18549877302153E-05,0.764952531963062,1to5kb.LOC401463/CDS.BHLHE22/exon.BHLHE22/intron.LOC401463,cADN and SSL specific markers
388,chr17,77179618,77179819,202,26,*,3.41507893954969E-06,8.18549877302153E-05,0.82302108449057,intron.RBFOX3,cADN and SSL specific markers
389,chr3,46923942,46924145,204,26,*,3.41507893954969E-06,8.18549877302153E-05,0.649535492415465,intron.PTH1R,cADN and SSL specific markers
390,chr19,53970501,53971360,860,52,*,3.41507893954969E-06,8.18549877302153E-05,0.746591012143694,promoter.ZNF813/5UTR.ZNF813/exon.ZNF813/intron.ZNF813,cADN and SSL specific markers
391,chr11,43602793,43603102,310,33,*,3.41507893954969E-06,8.18549877302153E-05,0.614567226617141,promoter.MIR129-2/promoter.NA/exon.MIR129-2/exon.NA,cADN and SSL specific markers
392,chr7,32109831,32110512,682,50,*,3.41507893954969E-06,8.18549877302153E-05,0.608227144459593,promoter.PDE1C/CDS.PDE1C/5UTR.PDE1C/exon.PDE1C/intron.PDE1C,cADN and SSL specific markers
393,chr17,8906987,8907688,702,64,*,3.41507893954969E-06,8.18549877302153E-05,0.572191037420928,intergenic.NA,cADN and SSL specific markers
394,chr7,69064712,69065004,293,31,*,3.41507893954969E-06,8.18549877302153E-05,0.760142245617309,CDS.AUTS2/exon.AUTS2/intron.AUTS2,cADN and SSL specific markers
395,chr21,42218811,42219221,411,42,*,3.41507893954969E-06,8.18549877302153E-05,0.558574476537078,promoter.DSCAM/5UTR.DSCAM/exon.DSCAM,cADN and SSL specific markers
396,chr12,3602286,3602685,400,25,*,3.41507893954969E-06,8.18549877302153E-05,0.557762745002844,promoter.NA/intron.PRMT8,cADN and SSL specific markers
397,chr1,77333779,77334345,567,48,*,3.41507893954969E-06,8.18549877302153E-05,0.687690178565826,promoter.ST6GALNAC5/CDS.ST6GALNAC5/exon.ST6GALNAC5/intron.ST6GALNAC5,cADN and SSL specific markers
398,chr6,133563248,133563585,338,24,*,3.41507893954969E-06,8.18549877302153E-05,0.646003703110732,intron.EYA4,cADN and SSL specific markers
399,chr6,73331057,73331786,730,54,*,3.41507893954969E-06,8.18549877302153E-05,0.663057505310347,promoter.KCNQ5/5UTR.KCNQ5/exon.KCNQ5,cADN and SSL specific markers
400,chr19,38307893,38308525,633,58,*,3.41507893954969E-06,8.18549877302153E-05,0.507564169303621,promoter.LOC644554/promoter.ZNF573/5UTR.ZNF573/exon.LOC644554/exon.ZNF573/intron.LOC644554,cADN and SSL specific markers
401,chr11,112832457,112832654,198,23,*,3.41507893954969E-06,8.18549877302153E-05,0.622494354247644,intron.NCAM1/intron.NA,cADN and SSL specific markers
402,chr5,176056944,176057176,233,25,*,3.41507893954969E-06,8.18549877302153E-05,0.596832451274797,promoter.EIF4E1B/promoter.SNCB/promoter.MIR4281/5UTR.SNCB/exon.SNCB/intron.SNCB,cADN and SSL specific markers
403,chr4,93226349,93227298,950,81,*,3.41507893954969E-06,8.18549877302153E-05,0.580520727436941,intron.GRID2,cADN and SSL specific markers
404,chr1,22140769,22141406,638,65,*,3.41507893954969E-06,8.18549877302153E-05,0.528382166078014,CDS.LDLRAD2/exon.LDLRAD2/intron.LDLRAD2,cADN and SSL specific markers
405,chr22,43739575,43740323,749,76,*,3.41507893954969E-06,8.18549877302153E-05,0.502697088883037,promoter.SCUBE1,cADN and SSL specific markers
406,chr6,137818719,137819391,673,60,*,3.41507893954969E-06,8.18549877302153E-05,0.534321183194434,1to5kb.OLIG3,cADN and SSL specific markers
407,chr6,166421941,166422240,300,33,*,3.41507893954969E-06,8.18549877302153E-05,0.618344905874643,intergenic.NA,cADN and SSL specific markers
408,chr11,128563956,128564251,296,32,*,3.41507893954969E-06,8.18549877302153E-05,0.933804951126449,CDS.FLI1/5UTR.FLI1/exon.FLI1/intron.FLI1/intron.SENCR,cADN and SSL specific markers
409,chr7,45615226,45615584,359,23,*,3.41507893954969E-06,8.18549877302153E-05,0.580719037602638,intron.ADCY1,cADN and SSL specific markers
410,chr11,132814175,132814394,220,22,*,3.41507893954969E-06,8.18549877302153E-05,0.581840454472253,promoter.OPCML/1to5kb.OPCML/intron.OPCML,cADN and SSL specific markers
411,chr11,30606935,30607150,216,25,*,3.41507893954969E-06,8.18549877302153E-05,0.705891562531739,1to5kb.MPPED2/intron.MPPED2,cADN and SSL specific markers
412,chr4,15779999,15780390,392,39,*,3.41507893954969E-06,8.18549877302153E-05,0.562766980004937,CDS.CD38/5UTR.CD38/exon.CD38/intron.CD38,cADN and SSL specific markers
413,chr3,186079039,186079510,472,24,*,3.41507893954969E-06,8.18549877302153E-05,0.51852084562652,intron.DGKG,cADN and SSL specific markers
414,chr4,174439756,174440141,386,28,*,3.41507893954969E-06,8.18549877302153E-05,0.576943922391269,intergenic.NA,cADN and SSL specific markers
415,chr19,3786547,3786721,175,17,*,3.41507893954969E-06,8.18549877302153E-05,0.505492289394125,promoter.MATK/intron.MATK,cADN and SSL specific markers
416,chr15,79383385,79384087,703,51,*,3.41507893954969E-06,8.18549877302153E-05,0.565875675570988,promoter.RASGRF1,cADN and SSL specific markers
417,chr4,166794691,166794986,296,27,*,3.41507893954969E-06,8.18549877302153E-05,0.720528725151002,5UTR.TLL1/exon.TLL1,cADN and SSL specific markers
418,chr12,66122789,66123442,654,60,*,3.41507893954969E-06,8.18549877302153E-05,0.547690193385,intergenic.NA,cADN and SSL specific markers
419,chr11,79149246,79149464,219,14,*,3.41507893954969E-06,8.18549877302153E-05,0.710658216270508,intron.TENM4,cADN and SSL specific markers
420,chr6,166580647,166581061,415,38,*,3.41507893954969E-06,8.18549877302153E-05,0.60668697492163,CDS.TBXT/exon.TBXT/intron.TBXT,cADN and SSL specific markers
421,chr19,19322618,19322895,278,29,*,3.41507893954969E-06,8.18549877302153E-05,0.53722038694056,promoter.NCAN/5UTR.NCAN/exon.NCAN/intron.NCAN,cADN and SSL specific markers
422,chr19,58111437,58111888,452,39,*,3.41507893954969E-06,8.18549877302153E-05,0.589188966207875,CDS.ZNF530/5UTR.ZNF530/exon.ZNF530/intron.ZNF530,cADN and SSL specific markers
423,chr1,207669397,207670102,706,58,*,3.41507893954969E-06,8.18549877302153E-05,0.635587666737109,promoter.CR1/CDS.CR1/5UTR.CR1/exon.CR1/intron.CR1,cADN and SSL specific markers
424,chr14,74707284,74707467,184,20,*,3.41507893954969E-06,8.18549877302153E-05,0.722045660734397,intron.VSX2,cADN and SSL specific markers
425,chr6,99272479,99272764,286,25,*,3.41507893954969E-06,8.18549877302153E-05,0.520268235002985,intergenic.NA,cADN and SSL specific markers
426,chr7,129418398,129418617,220,21,*,3.41507893954969E-06,8.18549877302153E-05,0.543007623374503,1to5kb.MIR96/1to5kb.MIR183,cADN and SSL specific markers
427,chr7,155166138,155166914,777,57,*,3.41507893954969E-06,8.18549877302153E-05,0.600439686998357,intergenic.NA,cADN and SSL specific markers
428,chr1,98511491,98511823,333,29,*,3.41507893954969E-06,8.18549877302153E-05,0.737706439756134,promoter.MIR2682/promoter.MIR137/exon.MIR137HG/exon.MIR137/intron.MIR137HG,cADN and SSL specific markers
429,chr4,81110129,81110530,402,25,*,3.41507893954969E-06,8.18549877302153E-05,0.571877301544552,intron.PRDM8,cADN and SSL specific markers
430,chr6,10381667,10382200,534,38,*,3.41507893954969E-06,8.18549877302153E-05,0.614220240979808,intergenic.NA,cADN and SSL specific markers
431,chr11,20691776,20692187,412,23,*,3.41507893954969E-06,8.18549877302153E-05,0.701377995111863,intron.NELL1,cADN and SSL specific markers
432,chr20,39319098,39319652,555,50,*,3.41507893954969E-06,8.18549877302153E-05,0.618190922035972,1to5kb.MAFB,cADN and SSL specific markers
433,chr6,166402326,166402753,428,32,*,3.41507893954969E-06,8.18549877302153E-05,0.546819594329304,promoter.LINC00473/1to5kb.NA/1to5kb.LINC00473/exon.LINC00602/3UTR.LINC00602,cADN and SSL specific markers
434,chr3,138668758,138669507,750,63,*,3.41507893954969E-06,8.18549877302153E-05,0.520194014147375,1to5kb.FOXL2/CDS.FOXL2NB/CDS.NA/exon.FOXL2NB/exon.NA/intron.FOXL2NB/3UTR.FOXL2NB/3UTR.NA,cADN and SSL specific markers
435,chr16,54972299,54973193,895,61,*,3.41507893954969E-06,8.18549877302153E-05,0.52019010503572,intergenic.NA,cADN and SSL specific markers
436,chr1,242687331,242687667,337,36,*,3.41507893954969E-06,8.18549877302153E-05,0.665268475443474,CDS.PLD5/5UTR.PLD5/exon.PLD5/intron.PLD5,cADN and SSL specific markers
437,chr10,16562515,16562945,431,48,*,3.41507893954969E-06,8.18549877302153E-05,0.660205201530266,CDS.C1QL3/exon.C1QL3,cADN and SSL specific markers
438,chr17,7906757,7907007,251,29,*,3.41507893954969E-06,8.18549877302153E-05,0.619635730829891,CDS.GUCY2D/exon.GUCY2D,cADN and SSL specific markers
439,chr13,36920502,36921003,502,64,*,3.41507893954969E-06,8.18549877302153E-05,0.616231380240425,promoter.SPART-AS1/promoter.SPART/5UTR.SPART/exon.SPART-AS1/exon.SPART/intron.SPART-AS1/intron.SPART,cADN and SSL specific markers
440,chr9,21994102,21994302,201,24,*,3.41507893954969E-06,8.18549877302153E-05,0.516319036491586,promoter.CDKN2B-AS1/CDS.CDKN2A/exon.CDKN2A/intron.MTAP/intron.CDKN2A,cADN and SSL specific markers
441,chr8,49647467,49648363,897,61,*,3.41507893954969E-06,8.18549877302153E-05,0.506511010710003,promoter.EFCAB1/CDS.EFCAB1/5UTR.EFCAB1/exon.EFCAB1/intron.EFCAB1,cADN and SSL specific markers
442,chr11,43965560,43965931,372,31,*,3.41507893954969E-06,8.18549877302153E-05,0.542475842594884,exon.NA,cADN and SSL specific markers
443,chr1,114695178,114695527,350,48,*,3.41507893954969E-06,8.18549877302153E-05,0.764912129932935,promoter.SYT6/intron.SYT6,cADN and SSL specific markers
444,chr1,20880290,20880623,334,38,*,3.41507893954969E-06,8.18549877302153E-05,0.637510501277653,CDS.FAM43B/exon.FAM43B/3UTR.FAM43B,cADN and SSL specific markers
445,chr13,36871561,36872405,845,52,*,3.41507893954969E-06,8.18549877302153E-05,0.599270131803691,promoter.CCDC169-SOHLH2/promoter.CCDC169/CDS.CCDC169/5UTR.CCDC169-SOHLH2/5UTR.CCDC169/exon.CCDC169-SOHLH2/exon.CCDC169/intron.CCDC169-SOHLH2/intron.CCDC169,cADN and SSL specific markers
446,chr1,4716249,4716554,306,23,*,3.41507893954969E-06,8.18549877302153E-05,0.56324255151842,intron.AJAP1,cADN and SSL specific markers
447,chr3,32859099,32859509,411,36,*,3.41507893954969E-06,8.18549877302153E-05,0.597999688622782,promoter.TRIM71,cADN and SSL specific markers
448,chr15,37387276,37387613,338,29,*,3.41507893954969E-06,8.18549877302153E-05,0.579289766288763,intron.MEIS2,cADN and SSL specific markers
449,chr4,62067323,62067540,218,19,*,3.41507893954969E-06,8.18549877302153E-05,0.658277949830421,5UTR.ADGRL3/exon.ADGRL3/intron.ADGRL3,cADN and SSL specific markers
450,chr10,99790078,99790640,563,80,*,3.41507893954969E-06,8.18549877302153E-05,0.550215908562791,promoter.CRTAC1/CDS.CRTAC1/5UTR.CRTAC1/exon.CRTAC1/intron.CRTAC1,cADN and SSL specific markers
451,chr5,119799891,119800468,578,57,*,3.41507893954969E-06,8.18549877302153E-05,0.600002458909461,promoter.PRR16/CDS.PRR16/5UTR.PRR16/exon.PRR16/intron.PRR16,cADN and SSL specific markers
452,chr2,1748016,1748323,308,43,*,3.41507893954969E-06,8.18549877302153E-05,0.647362221845851,promoter.PXDN/CDS.PXDN/5UTR.PXDN/exon.PXDN/intron.PXDN,cADN and SSL specific markers
453,chr6,110678824,110679512,689,85,*,3.41507893954969E-06,8.18549877302153E-05,0.6024043080586,promoter.METTL24/CDS.METTL24/exon.METTL24/intron.METTL24,cADN and SSL specific markers
454,chr4,142053545,142053939,395,43,*,3.41507893954969E-06,8.18549877302153E-05,0.724534968820897,CDS.RNF150/exon.RNF150,cADN and SSL specific markers
455,chr20,34894839,34894974,136,13,*,3.41507893954969E-06,8.18549877302153E-05,0.63617266936616,intron.DLGAP4,cADN and SSL specific markers
456,chr7,140772703,140773045,343,30,*,3.41507893954969E-06,8.18549877302153E-05,0.545836456505272,promoter.TMEM178B/1to5kb.TMEM178B,cADN and SSL specific markers
457,chr4,17782980,17783502,523,55,*,3.41507893954969E-06,8.18549877302153E-05,0.589129005927116,promoter.FAM184B/5UTR.FAM184B/exon.FAM184B,cADN and SSL specific markers
458,chr2,66652819,66653038,220,14,*,3.41507893954969E-06,8.18549877302153E-05,0.598317660211332,exon.MEIS1-AS3,cADN and SSL specific markers
